"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"2034",2034,"utilities","growth","gov-linked","average","3","4","3","3","2","2","4","4","3","4","3","3","3","2","4","3","3","4","3","3","3","4","4","4","2","3","2","2","4","4","2","4","4","4","3","2","3","3","3","2","3","4","2","4"
"2035",2035,"financial","growth","others","average","4","2","2","4","2","3","4","2","3","3","3","3","3","3","3","3","4","3","2","3","4","3","3","4","4","3","3","3","4","3","3","4","3","3","3","4","4","4","4","2","3","3","4","3"
"2036",2036,"financial","growth","gov-linked","average","4","3","3","3","2","2","3","3","2","3","3","3","4","4","3","4","2","3","3","3","3","2","3","4","3","3","4","2","3","4","2","3","2","3","3","4","3","3","2","3","4","3","3","3"
"2037",2037,"technology","startup","private","aboveaverage","4","3","4","3","4","5","4","4","5","5","4","4","4","4","4","5","5","4","4","5","4","4","4","4","4","5","5","4","4","5","5","5","4","5","4","5","5","4","4","5","4","4","4","4"
"2038",2038,"fmcg","stable","public","average","3","2","4","3","2","2","3","3","3","3","2","3","4","4","2","2","3","3","3","4","3","3","2","3","3","2","4","3","4","2","2","2","2","4","3","3","4","2","2","4","4","2","3","4"
"2039",2039,"others","growth","public","average","2","3","3","3","2","3","2","4","2","4","3","3","4","4","3","3","4","4","4","4","4","4","3","3","2","2","3","4","4","3","2","4","4","2","3","2","3","4","4","2","2","3","3","4"
"2040",2040,"others","growth","others","average","2","2","3","2","2","3","3","2","3","3","3","2","3","4","3","3","3","3","4","3","3","2","3","2","3","3","4","3","3","4","3","2","4","4","3","3","3","3","3","3","3","2","3","4"
"2041",2041,"others","stable","public","average","3","2","3","3","3","4","3","4","4","3","3","4","3","3","3","4","3","4","4","3","2","4","3","3","4","3","2","4","3","3","4","4","4","3","4","4","4","4","4","4","3","2","3","2"
"2042",2042,"utilities","stable","others","average","3","2","3","3","3","2","2","3","3","4","3","2","4","4","3","2","3","3","3","2","2","4","2","3","3","3","3","3","3","3","3","3","3","2","4","2","2","3","4","3","3","3","2","3"
"2043",2043,"fmcg","startup","private","average","3","3","4","3","4","3","3","4","2","4","2","4","4","4","4","2","3","2","3","4","2","3","3","2","3","3","4","3","4","4","4","3","4","4","4","4","3","4","4","4","3","3","3","3"
"2044",2044,"technology","startup","others","average","2","4","3","3","5","2","3","4","2","4","3","2","4","4","4","4","4","4","2","3","4","4","3","3","4","3","2","2","3","4","3","4","3","3","2","3","3","4","3","2","2","3","4","4"
"2045",2045,"others","growth","private","average","3","4","3","3","2","2","3","3","3","2","2","3","3","2","3","3","3","2","4","3","3","3","4","3","2","2","4","4","3","2","3","2","3","4","4","2","3","2","3","4","4","2","4","4"
"2046",2046,"technology","growth","private","average","3","4","4","2","3","4","3","3","3","3","3","2","3","3","4","3","2","2","3","2","2","4","4","3","4","2","2","4","2","3","4","2","4","4","3","3","3","3","4","4","4","3","3","3"
"2047",2047,"others","stable","private","average","2","2","2","3","2","4","3","4","3","2","3","2","3","3","3","3","4","2","3","3","2","4","4","4","3","4","3","3","2","3","4","3","3","2","3","4","3","4","2","4","3","4","4","2"
"2048",2048,"services","stable","private","average","3","3","3","2","3","3","3","4","4","4","2","3","3","2","3","4","4","3","2","4","3","3","3","4","3","2","4","2","4","3","3","4","3","3","3","4","2","3","2","3","2","4","4","2"
"2049",2049,"fmcg","stable","public","average","4","2","2","2","2","4","4","2","2","4","4","2","2","3","3","2","2","4","4","4","4","3","4","4","3","4","3","3","3","2","2","3","4","4","2","4","4","2","4","4","4","4","3","3"
"2050",2050,"utilities","decline","private","average","3","4","3","3","2","2","3","3","3","2","3","2","3","3","4","3","3","3","4","3","3","4","3","4","3","4","4","3","2","3","3","3","4","4","4","4","2","3","4","4","4","3","2","3"
"2051",2051,"services","stable","public","aboveaverage","5","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","5","4","4","4","4","5","5","4","5","5","5","5"
"2052",2052,"services","startup","government","average","3","3","4","2","3","4","4","4","3","4","4","4","3","4","4","2","4","2","3","2","4","4","4","2","4","4","3","3","2","4","3","3","2","4","2","3","3","4","3","4","4","3","4","4"
"2053",2053,"financial","stable","public","aboveaverage","4","4","3","3","5","4","4","4","4","5","4","4","4","5","4","5","4","5","5","4","4","5","5","4","4","4","4","4","4","5","5","4","4","4","4","5","5","4","4","5","4","4","4","5"
"2054",2054,"technology","growth","gov-linked","average","4","2","4","3","3","3","3","3","3","3","2","3","2","3","4","4","4","2","3","2","3","4","3","3","4","3","3","3","2","4","3","3","2","3","4","4","3","3","4","3","4","4","2","3"
"2055",2055,"fmcg","growth","public","aboveaverage","3","5","3","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","4","5","4","5","4","4","4","4","4","4","4","5","4","5","4","4","4","5","4"
"2056",2056,"technology","startup","gov-linked","average","2","3","4","3","4","4","4","2","4","3","4","2","4","3","2","4","4","3","3","4","4","3","3","2","3","4","3","3","3","3","3","3","3","3","4","3","4","4","4","3","4","3","3","4"
"2057",2057,"fmcg","startup","private","aboveaverage","5","4","4","2","4","4","5","5","4","4","4","5","5","4","5","5","4","4","4","4","4","4","4","5","5","4","4","4","4","5","4","4","4","4","5","5","5","4","5","5","4","4","4","5"
"2058",2058,"others","stable","public","exceptional","5","5","3","3","5","5","4","5","4","4","5","4","4","4","4","5","4","5","4","4","4","5","4","4","4","5","4","5","5","5","4","5","4","5","5","4","4","4","5","5","4","4","4","5"
"2059",2059,"utilities","startup","private","aboveaverage","3","3","4","4","5","4","4","4","4","4","4","5","4","4","4","5","4","5","4","5","4","5","4","4","4","5","4","5","5","4","4","4","4","4","4","5","4","4","4","5","4","5","4","4"
"2060",2060,"technology","stable","others","average","3","3","4","3","2","3","4","3","3","4","3","3","3","3","4","4","4","4","3","3","3","3","2","4","3","4","4","3","2","2","4","3","4","4","3","4","3","3","3","4","2","3","3","4"
"2061",2061,"technology","decline","others","average","3","3","3","3","2","3","3","4","4","4","4","3","3","3","3","4","3","2","3","4","2","3","3","4","2","3","2","2","4","4","4","3","3","3","4","4","4","3","3","3","4","4","3","3"
"2062",2062,"utilities","stable","gov-linked","average","4","2","3","3","4","4","2","3","4","2","2","3","3","2","4","4","2","4","3","3","4","2","3","4","3","4","3","3","4","2","4","3","4","3","2","3","3","4","3","3","3","3","3","4"
"2063",2063,"utilities","stable","private","aboveaverage","4","5","4","2","4","4","4","5","5","4","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","4","5","4","4","5","4","4","5","4"
"2064",2064,"financial","startup","private","average","2","3","4","4","5","3","4","3","4","4","3","3","4","3","2","4","4","3","3","2","4","3","4","4","3","2","2","3","2","3","4","4","3","4","4","4","3","3","4","2","4","3","2","3"
"2065",2065,"technology","stable","public","average","2","4","4","2","3","2","3","4","2","4","2","4","3","2","2","2","4","4","4","4","3","3","3","2","3","3","3","3","4","4","2","3","2","4","3","2","3","4","4","3","4","3","4","3"
"2066",2066,"others","startup","private","average","4","4","3","2","4","4","3","3","4","4","2","3","4","3","3","4","3","3","2","2","3","2","3","3","3","3","3","3","3","3","4","3","3","3","4","2","2","2","3","3","3","4","4","3"
"2067",2067,"financial","growth","private","average","3","3","2","2","2","4","2","3","2","2","3","4","3","4","4","3","4","4","3","3","2","3","4","3","3","4","4","2","2","2","2","3","3","4","2","3","2","4","4","3","3","4","3","3"
"2068",2068,"technology","decline","private","belowaverage","3","2","4","4","3","4","4","2","3","4","3","3","3","3","4","3","3","4","3","4","2","3","3","3","2","4","3","2","3","2","2","3","4","4","3","2","3","3","3","2","4","3","2","2"
"2069",2069,"financial","trough","private","average","2","2","4","4","2","3","4","3","3","4","4","4","4","4","3","3","4","3","3","3","3","3","4","3","4","2","4","3","4","3","3","4","3","2","2","4","2","3","2","3","3","3","3","2"
"2070",2070,"others","growth","public","average","3","3","3","3","4","4","2","3","2","4","4","4","3","4","2","3","3","3","3","3","4","3","3","3","4","2","2","4","3","3","3","4","3","3","2","4","2","4","3","3","4","2","2","3"
"2071",2071,"services","growth","others","average","4","3","4","4","4","3","4","2","4","3","4","4","2","3","2","3","3","2","3","2","3","4","3","2","4","3","3","3","3","4","3","3","2","3","2","4","4","3","4","4","4","4","3","4"
"2072",2072,"utilities","growth","government","average","3","3","2","4","2","4","4","3","3","3","4","4","2","3","2","3","3","4","3","4","4","4","2","2","4","3","3","4","4","4","2","4","4","4","4","2","2","3","3","3","3","4","3","3"
"2073",2073,"utilities","decline","private","average","4","3","2","2","2","4","4","3","3","4","3","3","3","2","4","2","4","2","4","2","3","3","4","4","2","3","3","3","4","4","3","3","3","3","3","2","4","2","3","4","3","4","2","3"
"2074",2074,"utilities","stable","public","belowaverage","2","3","4","2","2","2","4","3","3","2","2","3","4","4","4","3","2","3","4","3","3","2","4","3","2","3","3","2","4","4","3","4","3","4","2","3","3","4","4","4","2","4","3","3"
"2075",2075,"technology","growth","public","aboveaverage","3","3","4","3","4","4","4","5","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","5","4","4","4","5","5","4","4","4","4","4","4","4","5","4","4","4","5","5","5","4"
"2076",2076,"others","stable","others","aboveaverage","3","4","2","4","5","4","4","4","4","5","4","5","5","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","5","4","4","5","4"
"2077",2077,"others","stable","public","aboveaverage","4","3","4","3","4","5","5","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","5","5","5","5","5","5","4","4"
"2078",2078,"technology","decline","private","aboveaverage","4","4","4","4","4","5","5","4","5","5","4","4","5","5","5","5","4","4","4","4","4","5","4","5","4","5","5","5","4","4","4","4","5","5","4","4","4","5","4","5","5","5","4","4"
"2079",2079,"financial","stable","gov-linked","exceptional","5","3","3","3","5","4","5","4","4","4","4","5","4","4","5","5","5","4","5","5","4","4","4","4","5","4","4","4","5","4","4","4","5","5","5","4","4","5","5","4","4","5","4","4"
"2080",2080,"technology","stable","private","average","4","3","2","4","2","3","3","3","3","3","3","3","2","3","3","4","4","4","3","3","4","3","3","3","4","3","4","2","2","4","4","4","3","4","3","2","4","4","4","4","2","2","4","4"
"2081",2081,"financial","growth","government","aboveaverage","3","4","2","4","4","4","4","4","4","5","4","5","5","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4","4","4","5","5","4","5","4","4","5","4","4","4","4","4","5","5"
"2082",2082,"services","growth","private","belowaverage","2","3","2","3","3","4","3","3","4","3","4","4","4","4","3","4","4","4","3","3","2","4","2","4","2","3","3","4","4","4","3","3","3","4","4","4","3","2","4","2","4","4","4","4"
"2083",2083,"services","growth","private","average","2","2","2","3","3","4","3","2","3","4","4","3","3","2","4","2","4","2","4","4","3","3","4","4","3","3","3","2","4","3","3","4","3","4","3","3","4","4","3","3","4","4","3","2"
"2084",2084,"fmcg","decline","private","belowaverage","4","2","3","2","4","2","4","4","3","3","4","3","2","2","2","3","2","3","4","3","4","3","2","3","3","4","3","3","2","2","4","4","4","4","3","3","2","3","4","3","4","3","3","3"
"2085",2085,"others","startup","private","average","3","2","3","4","5","4","3","3","3","3","3","2","4","3","3","4","4","4","4","3","4","3","4","3","4","4","4","2","4","2","3","3","4","4","2","3","2","4","3","2","2","3","2","3"
"2086",2086,"services","growth","private","average","2","3","3","3","3","2","2","3","4","2","3","2","3","4","4","2","2","3","4","4","3","3","4","3","3","3","3","4","2","4","3","2","4","2","2","4","2","4","4","3","4","3","2","3"
"2087",2087,"utilities","stable","private","exceptional","3","3","4","3","4","5","4","4","4","4","4","4","5","4","4","5","4","4","4","4","5","4","4","5","5","4","4","4","4","5","4","4","4","4","4","5","4","4","4","4","5","4","4","5"
"2088",2088,"services","growth","others","average","3","2","4","3","3","3","4","4","3","3","3","4","2","2","2","3","3","4","4","4","3","4","4","3","3","4","2","2","3","3","3","3","3","4","4","4","3","4","4","4","4","4","4","2"
"2089",2089,"others","growth","others","average","4","3","4","3","3","4","3","3","4","4","2","3","4","2","4","2","3","4","2","3","2","2","2","2","2","3","2","4","4","4","3","3","3","2","3","2","4","2","3","3","3","4","2","4"
"2090",2090,"fmcg","startup","government","average","4","2","4","4","4","3","4","3","2","4","4","2","3","4","4","4","3","3","3","2","4","4","3","2","4","3","4","4","3","3","2","3","2","3","2","3","4","3","3","3","2","4","2","3"
"2091",2091,"others","growth","others","average","2","2","4","2","4","4","4","4","3","4","4","3","4","3","2","3","4","3","4","2","3","2","3","2","4","3","3","4","2","4","3","2","3","3","2","3","3","4","3","4","3","2","4","4"
"2092",2092,"services","stable","private","average","2","3","3","3","2","4","3","4","4","3","3","4","4","3","2","4","2","3","3","3","3","4","4","4","4","2","4","3","2","4","4","3","2","3","2","2","3","4","2","3","4","4","4","4"
"2093",2093,"financial","growth","others","average","3","2","3","3","3","3","2","2","4","3","4","4","2","2","3","3","4","3","4","3","4","4","4","4","3","2","3","3","4","4","2","4","4","4","2","2","4","2","4","4","3","4","2","4"
"2094",2094,"technology","growth","others","average","3","2","3","4","3","2","4","3","4","3","3","3","3","2","2","4","3","4","3","4","3","3","3","4","4","3","4","3","3","4","3","2","2","3","3","3","2","4","2","4","3","3","3","3"
"2095",2095,"fmcg","stable","gov-linked","average","4","4","3","4","4","4","4","2","4","2","2","2","2","2","4","2","4","4","2","4","4","4","3","4","3","3","2","4","3","3","3","4","4","3","4","4","4","2","3","3","4","2","4","3"
"2096",2096,"fmcg","stable","others","average","3","2","3","3","3","3","3","2","3","4","4","3","3","2","2","4","4","4","3","3","3","4","4","3","3","3","2","3","2","3","2","2","4","3","4","2","3","4","4","2","4","3","3","4"
"2097",2097,"government","startup","government","average","3","3","3","4","4","3","3","4","3","3","2","2","4","3","3","4","3","4","3","4","4","2","3","4","4","4","3","3","4","3","4","3","4","4","3","4","2","2","3","3","3","3","4","4"
"2098",2098,"services","growth","others","average","2","4","3","4","3","3","3","4","4","3","3","4","3","2","2","3","3","4","4","3","4","4","3","3","4","4","3","3","4","4","3","3","4","3","2","2","3","3","4","4","2","3","4","4"
"2099",2099,"fmcg","growth","others","average","3","3","3","4","2","3","3","3","3","2","2","3","3","3","3","4","4","2","4","4","3","4","3","2","4","2","3","3","4","4","4","3","2","2","3","4","3","3","4","3","3","2","2","4"
"2100",2100,"financial","growth","public","aboveaverage","3","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","5","4","4","5","5","4","4","4","4","4","5","5","4","4","5","4","5","5","4","5","4","4","5"
"2101",2101,"technology","stable","government","average","4","3","3","4","3","4","3","4","3","4","3","3","3","3","3","2","4","4","2","4","3","4","2","3","3","3","4","3","2","3","4","3","2","4","4","3","4","3","3","4","3","2","4","2"
"2102",2102,"services","startup","others","average","3","2","4","3","4","3","4","4","4","4","3","2","2","4","4","4","4","2","4","3","3","4","3","2","3","3","3","3","4","3","4","4","4","2","3","2","3","4","2","3","4","2","4","3"
"2103",2103,"utilities","growth","others","average","2","2","4","3","3","3","3","4","3","3","3","4","4","3","2","4","4","3","4","3","3","4","4","2","2","3","2","4","4","4","2","3","3","4","2","3","3","2","3","3","3","3","2","2"
"2104",2104,"financial","growth","private","aboveaverage","3","4","4","2","4","5","4","5","4","5","4","4","4","4","4","5","4","5","5","4","4","5","5","5","4","4","4","4","5","4","4","5","5","4","5","5","4","4","4","4","4","4","4","4"
